,row,cost
1067,3683,")
$9,899 $2,557 $780.96 See Attached
Traveler
Accompanying $10,599 $122 $780.96 See Attached
"
1068,3684,")
$2,450.37 $1,813.32 $483.32 $191.31 (COVID-19 testing)
Traveler Sr ear © Dues Aron)
Accompanying N/A N/A N/A N/A
"
1069,3685,")
$1,900.27 $1,813.32 $483.32 $195.69 (ground ransportaton
191. D-19 testi
Traveler i a fe from poe
engagement to hotel)
Accompanying $0 (booked flight on |N/A shared $483.32 $195.63 (ground transportation)
"
1070,3686,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$1,926.87 $1,813.32 $483.32 $195.63 (ground transportation)
Traveler $191.31 (COVID-19 testing)
$84 (parking @ Dulles Airport)
Accompanying N/A N/A N/A N/A
"
1071,3687,")
$2,450.37 $1,813.32 $483.32 $191.31 (COVID-19 testing)
Traveler S19 pat @ Dus hp
Accompanying N/A N/A N/A N/A
"
1072,3688,")
$2,693.17 $1,813.32 $483.32 $191.31 (COVID-19 testing)
Traveler $195.63 (ground transportation)

Accompanying
"
1073,3689,")
Travel $7,176.37 $1,355.07 $121.00 $158.69 (2) COVID tests
raverer 300.00 ground trans
Accompanying
"
1074,3690,")

$1,813.32 $483.32 | $195.63 (ground transportation) |

Total Transportation
Expenses

$1,854.67

Total Lodging Total Meal
Expenses Expenses

Traveler $191.31 (COVID-19 testing)

Accompanying NIA NIA
"
1075,3691,")
$3,696.47 $1 81 3.32 $483.32 $195.63 (ground transportation)
Traveler $191.31 (COVID-19 testing)
Accompanying N/A N/A N/A N/A
"
1076,3692,")

$2,557.87 $1,813.32 $483.32 $195.63 (ground transportation)

Traveler $191.31 (COVID-19 testing)
$134.32 (taxi from COP26 to Hotel)

Accompanying N/A N/A N/A N/A
"
1077,3693,")

$2,191.57 $1,813.32 $483.32 $195.63 (ground transportation)

Traveler $191.31 (COVID-19 testing)
$119 (parking @ IAD)

Accompanying N/A N/A N/A N/A
"
1078,3694,
1079,3695,")

$2,247. 17 $1 813.32 $483.32 $195.63 (ground transportation)

Traveler $191.31 (COVID-19 testing)
; 2,2 7.57 0 (share 483.32 $195.63 (ground transportation)

Accompanying $ 07.5 $ s d $ 83.3 $191.31 (COVID-19 testing)
"
1080,3696,")

$1,702.47 $1,813.32 $502.53 $191.31 (COVID-19 testing)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$195.63 (ground transportation)
Traveler $232 (taxi from Gleneagles to
Edinburgh Airport)
Accompanying [NA NA N/A N/A
"
1081,3709,")
Traveler | $39.19, COVID-19
Rapid Test
Accompanying
"
1082,3734,error
1083,3739,error
1084,3743,Error making sandwich
1085,3754,")

Traveler es $1235 $560 $30 for return to the US
(approximate) | COVID test

Accompanying

"
1086,3757,error
1087,3759,error
1088,3760,") .
1 $11212 $1125 $435 $30 for return to the
(approximate) | US COVID test
Accompanying |$11212 $0 $435 $30 for return to the US
"
1089,3761,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler metas $560 $30 for return to the US
(approximate) | COVID test

Accompanying
"
1090,4027,")

Total Lodging Total Meal
Expenses Expenses

Total Transportation
Expenses

$12836 $30 for return to the US

(approximate) | COVID test

Traveler

Accompanying
"
1091,4045,")
$3,464.99 $566.80 | $383.91 $35.15 (2 covid
Traveler
tests)
Accompanying
"
1092,4046,")
$3,454.99 $566.80 | $383.91 $35.15 (2 covid
Traveler
tests)
Accompanying
"
1093,4047,")
$3,454.99 $566.80 $383.91 $35.15 (2 covid
Traveler
tests)
Accompanying
"
1094,4049,")
$3,454.99 $566.80 | $383.91 $35.15 (2 covid
Traveler
tests)
Accompanying
"
1095,4050,")
$3,454.99 $566.80 $383.91 $35.15 (2 covid
Traveler
tests)
Accompanying
"
1096,4052,")
$4,143.99 $566.80 | $383.91 $35.15 (2 covid
Traveler
tests)
Accompanying
"
1097,4053,")
$3,454.99 $566.80 | $383.91 $35.15 (2 covid
Traveler
tests)
Accompanying
"
1098,4054,")
$3,454.99 $566.80 | $383.91 $35.15 (2 covid
Traveler
tests)
Accompanying
"
1099,4055,")
$3,454.99 $566.80 $383.91 $35.15 (2 covid
Traveler
tests)
Accompanying
"
1100,4056,")
$3,454.99 $566.80 $383.91 $35.15 (2 covid
Traveler
tests)
Accompanying
"
1101,4057,")

$3,464.99 $566.80 $383.91 $35.15 (2 covid

Traveler
tests)

Accompanying
"
1102,4058,")

$3,464.99 $566.80 $383.91 $35.15 (2 covid

Traveler
tests)

Accompanying
"
1103,4059,")

$3,464.99 $566.80 $383.91 $35.15 (2 covid

Traveler
tests)

Accompanying
"
1104,4065,")

7100 1000 400 265 - VIP terminal (hall)
Traveler 40 - COVID test and insurance
Accompanying
"
1105,4082,")

3630 1500 520 265 - VIP terminal (hall)
Traveler 40 - COVID test and insurance
Accompanying
"
1106,4086,Error making sandwich
1107,4089,")
$4150.53 $861.00 $237.21 $338 (tips and fees)
Traveler $85 (COVID tests)
$16 (Evacuation insurance)
Accompanying
"
1108,4090,")
$4150.53 $861.00 $237.21 $338 (tips and fees)
Traveler $85 (COVID tests)
$16 (Evacuation insurance)
Accompanying
"
1109,4091,")
$4150.53 $861.00 $237.21 $338 (tips and fees)
Traveler $85 (COVID tests)
$16 (Evacuation insurance)
Accompanying
"
1110,4092,")
$4150.53 $861.00 $237.21 $338 (tips and fees)
Traveler $85 (COVID tests)
$16 (Evacuation insurance)
Accompanying
"
1111,4093,")
$4150.53 $861.00 $237.21 $338 (tips and fees)
Traveler $85 (COVID tests)
$16 (Evacuation insurance)
Accompanying
"
1112,4173,")
Traveler $5,292.24 $844.49 $301.45 $28.89 - PCR test
. $28.89 - PCR test
Accompanying $5,292.24 $301.45 $58.53 - cultural tour (spouse/family
"
1113,4174,")
Traveler $9,117.91 $844.49 $301.45 $28.89 - PCR test
. $28.89 - PCR test
Accompanying $9,117.91 $301.45 $58.53 - cultural tour (spouse/family
"
1114,4175,")
Traveler $7,895.84 $633.37 $247.72 $28.89 - PCR test
Accompanying $5,21 1.91 $633.37 $247.72 $5083 : baltaral Your (spouse/family
"
1115,4242,")

Total Transportation
Expenses

Total Meal
Expenses

Total Lodging
Expenses

$971.05 (room rental, interpreter, tour
guide, entrance/admission fees,
COVID-19 PCR test, etc.)

$9095.21 (airfare
and shuttle)

$675.50 $327.19

Traveler

i i $971.05 tal, interpreter, t
Accompanying $9095.21 (airfare $675.50 $250.53 ride; ot ti oe
"
1116,4243,")

i $971.05 (room rental, interpreter, tour
Traveler $8823.80 (airfare, $675.50 $308.30 guide, entrance/admission fees,
shuttle, car service) COVID-19 PCR test, etc.)
Accompanying | $8823.80 (airfare, $675.50 $250.53 ae ee teen Deena Lol
"
1117,4244,")
i $971.05 (room rental, interpreter, tour

Traveler $8921.36 (airfare $675.50 $305.34 guide, entrance/admission fees,

and shuttle) COVID-19 PCR test, etc.)

. : $971.05 (room rental, interpreter, tour

Accompanying $8921.36 (airfare $675.50 $164.03 guide, entranceladmission fees,
"
1118,4245,")
j $971.05 (room rental, interpreter, tour

Traveler $5319.93 (airfare $675.50 $310.81 guide, entrance/admission fees,

and shuttle) _| COVID-19 PCR test, etc.)

"" j $971.05 (room rental, interpreter, tour

Accompanying $5319.93 (airfare $675.50 $250.53 side Gat ure lcdiniiseniece
"
1119,4247,error
1120,4248,")
i $971.05 (room rental, interpreter, tour

Traveler $7924.4 (airfare, $675.50 $316.56 guide, entrance/admission fees,

shuttle, car service) COVID-19 PCR test, etc.)
Accompanying |$7924.4 (airfare, $675.50 $250.53 $971.05 (room rental, interpreter, tour

. . guide, entrance/admission fees,

"
1121,4249,")
i $971.05 (room rental, interpreter, tour

Traveler $8555.03 (airfare $675.50 $313.02 guide, entrance/admission fees,

and shuttle) COVID-19 PCR test, etc.)

. : $971.05 (room rental, interpreter, tour

Accompanying $8555.03 (airfare $675.50 $250.53 guide, entranceladmission fees,
"
1122,4250,")

Total Transportation
Expenses

Total Lodging Total Meal
Expenses Expenses

$971.05 (room rental, interpreter, tour
guide, entrance/admission fees,
COVID-19 PCR test, etc.)

$7234.98 (airfare
and shuttle)

$675.50 $312.43

Traveler

$971.05 (room rental, interpreter, tour
guide, entrance/admission fees,
COVID-19 PCR test, etc.)

$675.50 $250.53

Accompanying | $7234.98 (airfare
"
1123,4252,")
i $971.05 (room rental, interpreter, tour

Traveler $9835.32 (airfare, $1150.00 $313.39 guide, ettoncerediaiseien tees,

shuttle, car service) COVID-19 PCR test, etc.)
Accompanying
"
1124,4381,")

$278.10 Room Rental 1

Total Meal
Expenses

Total Transportation
Expenses

Total Lodging
Expenses

Traveler
-
Accompanying

"
1125,4416,")
$1753.65 $464.00 $515.00 Registration Fee
Traveler $65.00 PCR Covid Test
Accompanying
"
1126,4417,")
$1753.65 $464.00 $515.00 Registration Fee
Traveler $65.00 PCR Covid Test
Accompanying
"
1127,4419,")
$1753.65 $464.00 $515.00 Registration Fee
Traveler $65.00 PCR Covid Test
Accompanying
"
1128,4421,")
$1753.65 $464.00 $515.00 Registration Fee
Traveler $65.00 PCR Covid Test
Accompanying
"
1129,4422,")
$1753.65 $464.00 $515.00 Registration Fee
Traveler $65.00 PCR Covid Test
Accompanying
"
1130,4423,error
1131,4424,error
1132,4425,error
1133,4455,Error making sandwich
1134,4456,Error making sandwich
1135,4457,Error making sandwich
1136,4458,Error making sandwich
1137,4459,Error making sandwich
1138,4460,"

$10255 $878.94 .
(approximate)

Accompanying
"
1139,4521,"

$1727.76 $500 $203.69 $250 (visa)
. aa .

6. All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

Expenses Expenses

Traveler

Accompanying
"
1140,4522,"

Traveler $12,604.71 $1,593.40 $1,038.38 $627.63 (interpreter,
room rental fee, local
guide, bag shipping fee)

Accompanying
"
1141,4523,"

Traveler $12,604.71 $1,593.40 $1,038.38 $627.63 (interpreter,
room rental fee, local
guide, bag shipping fee)

Accompanying
"
1142,4526,Error making sandwich
1143,4528,
1144,4529,
1145,4530,Error making sandwich
1146,4531,Error making sandwich
1147,4532,"

$1500 Waived
Registration Fee

$458

Accompanying
"
1148,4533,Error making sandwich
1149,4537,Error making sandwich
1150,4538,Error making sandwich
1151,4539,"
Traveler $621 $825 $458 $1500 Waived

Registration Fee

Accompanying iz
"
1152,4540,Error making sandwich
1153,4541,"

Traveler $621 $825 $1500 Waived
Registration Fee

Accompanying

"
1154,4542,"

$621 $825 $458 $1500 Waived

Registration Fee

Accompanying
"
1155,4543,"

$1500 Waived
Registration Fee

$825

Accompanying
"
1156,4545,Error making sandwich
1157,4547,"

See attached sheet. _| Total: $752 per person
Mexico City: $186 per
night

Accompanying
"
1158,4548,
1159,4549,"

$10,364.09 $1,362.16 $1,038.38 $627.63 (interpreter,

room rental fee, local
guide, bag shipping fee)

Accompanying $10,364.09 $1,362.16 $982.93 $627.63 (interpreter,
"
1160,4550,
1161,4551,"

$10,364.09 $1,362.16 $1,038.38 $627.63 (interpreter,

room rental fee, local
guide, bag shipping fee)

Accompanying $10,364.09 $1,362.16 $982.93 $627.63 (interpreter,
"
1162,4555,Error making sandwich
1163,4557,Error making sandwich
1164,4558,"

$1020 Cost of the Tour
guide service incl.
minibus

Accompanying
"
1165,4561,Error making sandwich
1166,4562,Error making sandwich
1167,4564,"

$1020 Cost of the Tour
guide service incl.
minibus

Accompanying
"
1168,4565,"

$1020 Cost of the Tour
guide service incl.
minibus

Accompanying
"
1169,4566,
1170,4567,
1171,4569,error
1172,4570,"

$10,364.09 $1,593.40 $1,038.38 $627.63 (interpreter,

room rental fee, local
guide, bag shipping fee)

Accompanying
"
1173,4571,"

$10,364.09 $1,593.40 $1,038.38 $627.63 (interpreter,

room rental fee, local
guide, bag shipping fee)

Accompanying
"
1174,4574,Error making sandwich
1175,4575,
1176,4576,
1177,4577,
1178,4578,
1179,4582,"

See attached sheet. _ | Total: $752 per person See attached sheet.
Mexico City: $186 per | 9315-20 per person

night
El Paso: $97 per night

Accompanying
"
1180,4583,error
1181,4584,"

$1,729.38 $293.90 $50 (Rwanda visa)

Accompanying
"
1182,4586,Error making sandwich
1183,4588,"

See attached sheet. _| Total: $752 per person See attached sheet.
Mexico City: $186 per $315.20 per person

night

Accompanying
"
1184,4591,"
uence $1,777.35 $812 $293.90 $50 (Rwanda visa)

Accompanying
"
1185,4593,Error making sandwich
1186,4600,Error making sandwich
1187,4609,"

“ “ -_ oe
a — | ff

"
1188,4615,"

Total Transportation
Expenses

Total Lodging
Expenses

$437.43 $423.34

6. All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

$1,299.53

Accompanying
"
1189,4616,"
"
1190,4619,error
1191,4623,Error making sandwich
1192,4633,
1193,4637,Error making sandwich
1194,4640,"

$250 (visa), $13.20
(malaria medication),
$15.85 (visa photos)

$2,187.91 $500 $178.45
Accompanying |N/A N/A N/A
"
1195,4644,Error making sandwich
1196,4646,"

$1400 $384 $1020 Cost of the Tour
guide service incl.
minibus

Accompanying
"
1197,4655,"

$50 (Rwanda visa)

"
1198,4657,"

Traveler

$1,299.53 $437.43 $423.34

Accompanying
"
1199,4662,Error making sandwich
1200,4672,"

~ ~ oe

6. All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

"
1201,4704,error
1202,4714,Error making sandwich
1203,4719,"

$1020 Cost of the Tour
guide service incl.
minibus

Accompanying
"
1204,4735,"

$11983.75 $883.50 $360.53 $292.77
Conference Fees

Accompanying $11983.75 $360.53
"
1205,4736,"

$11983.75 $883.50 $360.53 $292.77
Conference Fees

Accompanying $11983.75 $360.53
"
1206,4738,Error making sandwich
1207,4743,error
1208,4744,"

Lraveler $3748.91 $883.50 $360.53 $292.77
Conference Fees
Accompanying NIA NIA

"
1209,4745,"

Lraveler $3748.91 $883.50 $360.53 $292.77
Conference Fees
Accompanying NIA NIA

"
1210,4746,"

‘Traveler

$12,230.75 $883.50 $360.53

$292.77
Conference Fees

Accompanying

, $12,230.75 NIA
"
1211,4747,"

‘Traveler

$12,230.75 $883.50 $360.53

$292.77
Conference Fees

Accompanying

, $12,230.75 NIA
"
1212,4748,"

$4914.80 $883.50 $360.53 $292.77
Conference Fees

Accompanying $4914.80 $360.53
"
1213,4749,"

$4914.80 $883.50 $360.53 $292.77
Conference Fees

Accompanying $4914.80 $360.53
"
1214,4759,"

Traveler $3,472.61 $883.50 $360.53 $292.77
Conference Fees
Accompanying N/A N/A N/A

"
1215,4760,"

Traveler $3,472.61 $883.50 $360.53 $292.77
Conference Fees
Accompanying N/A N/A N/A

"
1216,4761,Error making sandwich
1217,4763,Error making sandwich
1218,4770,
1219,4771,Error making sandwich
1220,4772,Error making sandwich
1221,4774,"

$6388.55 $883.50 "" $292.77
Conference Fees

Accompanying $883.50
"
1222,4775,"

$6388.55 $883.50 "" $292.77
Conference Fees

Accompanying $883.50
"
1223,4793,"
Traveler 2109.07 $625 $299.50 NA
Accompanying [N/A [NA NIA NA
"
1224,4794,error
1225,4795,error
1226,4800,"

$1,740.42 $680.00 $231.99 $523.32 (see addendum
for dollar amount per item
and description

Accompanying
"
1227,4836,"

$3,667.08 $692.41

$84.99 (bus transport
throughout trip)
$20 (taxis during trip)

Accompanying | ¢9 433.79 $1,025.87

$479.48
"
1228,4837,"

$3,667.08 $692.41

$84.99 (bus transport
throughout trip)
$20 (taxis during trip)

Accompanying | ¢9 433.79 $1,025.87

$479.48
"
1229,4838,"

$3,667.08 $692.41

$84.99 (bus transport
throughout trip)
$20 (taxis during trip)

Accompanying | ¢9 433.79 $1,025.87

$479.48
"
1230,4839,"

$3,667.08 $692.41

$84.99 (bus transport
throughout trip)
$20 (taxis during trip)

Accompanying | ¢9 433.79 $1,025.87

$479.48
"
1231,4840,
1232,4841,
1233,4842,
1234,4843,"

$84.99 (bus transport
throughout trip)
$20 (taxis during trip)

Accompanying
"
1235,4844,
1236,4845,
1237,4846,"

$84.99 (bus transport
throughout trip)
$20 (taxis during trip)

Accompanying
"
1238,4847,"

$84.99 (bus transport
throughout trip)
$20 (taxis during trip)

Accompanying
"
1239,4884,"

Traveler

$ 2049 $ 760.45 Airpot transfer: $ 54.84
(flight ticket Orlando- | (accomodation and Taxis to meetings:
Madrid) breakfast) $ 200.53

Accompanying
"
1240,4889,"
—__j__

Traveler 454%. 14 | 4 350,46 | 964-35 |e 2000

i Ctanid- crop )

Accompanying
"
1241,4890,"
2 12, eo
Ctood card)

Traveler 4007/4 64 | £432.64) £5 a

Accompanying

"
1242,4907,"

Traveler $1380

Accompanying
"
1243,4908,"

Traveler $1380

Accompanying
"
1244,4909,"

Traveler $1380

Accompanying
"
1245,4910,"

$924 $659

Accompanying
"
1246,4911,"

$924 $659

Accompanying
"
1247,4912,"

$924 $659

Accompanying
"
1248,4915,Error making sandwich
1249,4916,Error making sandwich
1250,4917,Error making sandwich
1251,4918,"

$1380 $659

Accompanying
"
1252,4919,"

$1380 $659

Accompanying
"
1253,4920,"

$1380 $659

Accompanying
"
1254,4921,"

Traveler $2,679.62 $644.46 $747.50 NIA
vente .

"
1255,4938,Error making sandwich
1256,4939,Error making sandwich
1257,4940,Error making sandwich
1258,4941,"

$1,361.90 $3,905.37

$3,905.37

"
1259,4942,"

$1,361.90 $3,905.37

$3,905.37

"
1260,4943,"

$1,361.90 $3,905.37

$3,905.37

"
1261,4944,Error making sandwich
1262,4945,Error making sandwich
1263,4946,Error making sandwich
1264,4948,"
$9,348.99 $1,880.90 $1,186.25

+
Accompanying n/a

"
1265,4949,"
$9,348.99 $1,880.90 $1,186.25

+
Accompanying n/a

"
1266,4950,"
$9,348.99 $1,880.90 $1,186.25

+
Accompanying n/a

"
1267,4951,"

$3,005.37

Traveler $10,326.61

Accompanying | $10,326.61
"
1268,4953,"

$3,005.37

Traveler $10,326.61

Accompanying | $10,326.61
"
1269,4954,"

$3,005.37

Traveler $10,326.61

Accompanying | $10,326.61
"
1270,4955,"
$9,259.89 $1,361.90 $1,186.25 $3,905.37

Accompanying |§$9,259.69 $1,361.90 $1,186.25 $3,905.37

"
1271,4956,"
$9,259.89 $1,361.90 $1,186.25 $3,905.37

Accompanying |§$9,259.69 $1,361.90 $1,186.25 $3,905.37

"
1272,4957,"
$9,259.89 $1,361.90 $1,186.25 $3,905.37

Accompanying |§$9,259.69 $1,361.90 $1,186.25 $3,905.37

"
1273,4965,Error making sandwich
1274,4966,Error making sandwich
1275,4967,Error making sandwich
1276,4968,"

$3,209.14 s $388.56 (interpretation
costs)

$18.93 (conference room
reservation fees)

Accompanying
"
1277,4970,"

Accompanying
"
1278,4971,"

Accompanying
"
1279,4972,"

Accompanying
"
1280,4973,"

Traveler $924 $659

Accompanying
"
1281,4974,"

Traveler $924 $659

Accompanying
"
1282,4975,"

Traveler $924 $659

Accompanying
"
1283,4976,"

$12,160.61 $1318.34 $408.50*

Please see addendum. Please see

Accompanying | 42,160.61"" $1318.34 $408.50""
"
1284,4977,"

$12,160.61 $1318.34 $408.50*

Please see addendum. Please see

Accompanying | 42,160.61"" $1318.34 $408.50""
"
1285,4978,"

Accompanying
"
1286,4979,"

Accompanying
"
1287,4980,"

Accompanying
"
1288,4983,Error making sandwich
1289,4984,Error making sandwich
1290,4985,Error making sandwich
1291,4986,Error making sandwich
1292,4987,Error making sandwich
1293,4988,Error making sandwich
1294,4989,Error making sandwich
1295,4990,Error making sandwich
1296,4991,Error making sandwich
1297,4992,"

Traveler ; $1318.3

Accompanying
"
1298,4993,"

$924

Accompanying
"
1299,4994,"

Traveler ; $1318.3

Accompanying
"
1300,4995,"

$924

Accompanying
"
1301,4996,"

Accompanying
"
1302,4997,"

$924

Accompanying
"
1303,4998,"

Accompanying
"
1304,5000,"

Accompanying
"
1305,5001,"

Traveler $1380 $924

Accompanying
"
1306,5002,"

Traveler $1380 $924

Accompanying
"
1307,5003,"

Traveler $1380 $924

Accompanying
"
1308,5004,Error making sandwich
1309,5005,Error making sandwich
1310,5006,Error making sandwich
1311,5020,"

$290 (conf. expenses
including meeting space;
AV; visa costs)

Accompanying
"
1312,5021,"

Traveler

$1600 $1000 $525 $290 (conf. expenses

including meeting space;
AV; visa costs)

Accompanying
"
1313,5023,"

$3,154.60 $644.46 $747.50 N/A

6. All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

Traveler

Accompanying
"
